id,calories,proteins,fat,carbohydrate,name,image
1,431.0,8.3,14.7,62.9,Crunchy Oat Granola Tropical Fruits,https://images.openfoodfacts.org/images/products/501/047/734/6032/front_en.20.400.jpg
2,227.26,4.57,10.11,29.37,Indo mie mi goreng instant noodle,https://images.openfoodfacts.org/images/products/008/968/617/0726/front_en.18.400.jpg
3,475.0,8.75,21.2,61.2,Fried noodles Mi Goreng,https://images.openfoodfacts.org/images/products/008/968/612/0714/front_en.32.400.jpg
4,65.0,0.6,3.2,8.1,Oat Milk,https://images.openfoodfacts.org/images/products/899/724/060/0041/front_en.9.400.jpg
5,29.2,0.0,0.0,7.5,Teh Pucuk Melati,https://images.openfoodfacts.org/images/products/899/600/160/0146/front_id.21.400.jpg
6,227.26,4.57,10.11,29.37,Mi Goreng Instant Fried Noodles,https://images.openfoodfacts.org/images/products/008/968/617/0924/front_id.27.400.jpg
7,515.0,5.6,27.3,61.7,Pringles Sour Cream & Onion,https://images.openfoodfacts.org/images/products/888/646/710/0024/front_id.35.400.jpg
8,365.0,7.0,0.8,85.0,Kelloggs Corn Flakes E-1B,https://images.openfoodfacts.org/images/products/885/275/630/3056/front_id.35.400.jpg
9,520.0,4.0,28.0,60.0,Pringles,https://images.openfoodfacts.org/images/products/888/646/710/0017/front_en.41.400.jpg
10,523.0,9.5,23.8,66.7,Pocky strawberry,No Image Available
11,12.4,0.0,0.0,3.1,POCARI SWEAT 500 ml,https://images.openfoodfacts.org/images/products/899/703/556/3414/front_id.4.400.jpg
12,445.0,9.9,20.7,50.9,"Carman's Super Berry Muesli Bars (Cranberry, Blueberry & Goji)",https://images.openfoodfacts.org/images/products/931/913/333/3574/front_en.26.400.jpg
13,463.0,11.0,17.5,64.1,Noodles Chicken,https://images.openfoodfacts.org/images/products/899/496/300/2824/front_en.20.400.jpg
14,420.0,9.0,17.0,57.0,Mi Goreng Perisa Asli,https://images.openfoodfacts.org/images/products/899/886/620/0301/front_en.73.400.jpg
15,453.6,9.5,18.2,68.1,Pocky,https://images.openfoodfacts.org/images/products/885/101/921/0117/front_fr.11.400.jpg
16,500.0,9.62,24.25,59.75,Mi goreng Fried Noodles,https://images.openfoodfacts.org/images/products/008/968/617/0733/front_en.19.400.jpg
17,100.0,1.0,5.0,13.0,Malkist crackers,https://images.openfoodfacts.org/images/products/899/600/130/2026/front_en.16.400.jpg
18,50.0,0.0,0.0,13.0,Teh kotak teh melati,https://images.openfoodfacts.org/images/products/899/800/904/0023/front_en.15.400.jpg
19,478.0,8.7,19.6,69.6,Roma bisc kelapa 300G,https://images.openfoodfacts.org/images/products/899/600/130/1142/front_id.16.400.jpg
20,60.0,3.2,3.2,4.8,Ultra Milk 1 liter,https://images.openfoodfacts.org/images/products/899/800/901/0613/front_en.30.400.jpg
21,484.0,6.5,22.2,64.7,Ghost pepper,https://images.openfoodfacts.org/images/products/955/706/232/1662/front_en.10.400.jpg
22,500.0,5.0,25.0,65.0,beng-beng,https://images.openfoodfacts.org/images/products/899/600/135/4124/front_en.18.400.jpg
23,63.5,3.17,3.7,4.76,Bear Brand milk susu steril,https://images.openfoodfacts.org/images/products/899/269/640/4441/front_id.16.400.jpg
24,539.0,6.3,30.9,57.5,Nutella,https://images.openfoodfacts.org/images/products/800/050/022/0412/front_en.26.400.jpg
25,410.0,7.6,12.0,65.0,Milo Bar E-2B,https://images.openfoodfacts.org/images/products/590/002/002/9348/front_id.6.400.jpg
26,423.0,2.0,1.0,99.0,Kecap Manis,https://images.openfoodfacts.org/images/products/899/999/900/2503/front_fr.3.400.jpg
27,385.0,7.0,1.0,87.0,Corn Flakes,https://images.openfoodfacts.org/images/products/885/275/634/6053/front_en.54.400.jpg
28,230.0,4.5,10.1,28.8,Instant noodles migoreng satay flavour,https://images.openfoodfacts.org/images/products/008/968/614/0743/front_en.3.400.jpg
29,550.0,5.0,35.0,50.0,Rasa Rumput Laut (Nori Seaweed Flavour),https://images.openfoodfacts.org/images/products/008/968/659/6465/front_en.4.400.jpg
30,24.0,0.0,0.0,6.0,POCARI SWEAT 350ml,https://images.openfoodfacts.org/images/products/899/703/556/3544/front_id.17.400.jpg
31,382.0,8.0,2.3,79.2,Special K,https://images.openfoodfacts.org/images/products/885/275/630/4299/front.3.400.jpg
32,50.0,0.0,0.0,11.4,You C1000 Vitamin Lemon,https://images.openfoodfacts.org/images/products/899/700/951/0017/front_id.22.400.jpg
33,229.0,4.6,10.2,29.5,Instant noodles,https://images.openfoodfacts.org/images/products/008/968/617/1907/front_en.5.400.jpg
34,45.7,0.0,0.0,12.0,Floridina Orange 350ML,https://images.openfoodfacts.org/images/products/899/886/650/0708/front_id.10.400.jpg
35,400.0,14.3,10.0,68.6,Quaker Instant Oatmeal E-1B,https://images.openfoodfacts.org/images/products/955/617/480/2236/front_en.4.400.jpg
36,462.0,9.89,17.6,64.8,Indomie Goreng Rendang 5X91G,https://images.openfoodfacts.org/images/products/008/968/691/0704/front_id.33.400.jpg
37,48.0,3.6,1.2,5.2,Ultra Milk Low Fat,https://images.openfoodfacts.org/images/products/899/800/901/0637/front_en.3.400.jpg
38,526.0,6.9,28.7,58.9,KitKat Chunky,https://images.openfoodfacts.org/images/products/955/600/123/9754/front_id.9.400.jpg
39,80.0,3.0,2.0,12.0,Ultra milk coklat,https://images.openfoodfacts.org/images/products/899/800/901/0569/front_en.13.400.jpg
40,450.0,5.0,10.0,85.0,Coffeemix 3 in 1,https://images.openfoodfacts.org/images/products/931/193/102/4036/front_id.37.400.jpg
41,18.8,0.0,0.0,5.0,Teh Pucuk Harum Less Sugar,https://images.openfoodfacts.org/images/products/899/600/160/0252/front_en.3.400.jpg
42,40.0,0.0,0.0,9.95,You c orange 140 ml,https://images.openfoodfacts.org/images/products/899/700/951/0055/front_id.16.400.jpg
43,289.0,8.89,4.44,51.1,Sari roti double soft,https://images.openfoodfacts.org/images/products/899/290/795/2631/front_en.6.400.jpg
44,76.9,1.54,0.0,16.9,Yogurt,https://images.openfoodfacts.org/images/products/899/299/411/0112/front_en.14.400.jpg
45,70.0,1.0,3.0,10.0,PT Gloria Bisco,https://images.openfoodfacts.org/images/products/899/308/393/2141/front_id.3.400.jpg
46,120.0,6.0,6.0,10.0,Ultra milk full cream 250 ml E-1B,No Image Available
47,270.0,8.11,4.05,47.3,Roti Tawar,No Image Available
48,367.0,6.67,0.0,83.3,Haribo happy cola,https://images.openfoodfacts.org/images/products/869/121/609/0446/front_id.13.400.jpg
49,467.0,6.67,16.7,73.3,Nabati Bites Cheese Cream Wafer,https://images.openfoodfacts.org/images/products/899/317/553/5250/front_en.23.400.jpg
50,438.0,6.25,12.5,78.1,ENERGEN SUSU,https://images.openfoodfacts.org/images/products/899/600/144/0124/front_id.60.400.jpg
51,389.0,79.0,3.0,10.0,100% Whey Gold Standard,https://images.openfoodfacts.org/images/products/074/892/705/1261/front_en.19.400.jpg
52,60.0,3.2,3.2,4.8,Indomilk UHT Full Cream Plain,https://images.openfoodfacts.org/images/products/899/300/700/0680/front_id.9.400.jpg
53,100.0,0.0,0.0,27.0,cocacola,https://images.openfoodfacts.org/images/products/899/276/111/1519/front_id.6.400.jpg
54,380.0,42.0,8.0,38.0,Organic black bean,No Image Available
55,100.0,3.0,2.5,17.0,Real Good Susu UHT Sereal Cokelat,https://images.openfoodfacts.org/images/products/899/335/116/0757/front_id.3.400.jpg
56,444.0,5.56,16.7,72.2,Superco (Malkist dengan Krim Rasa Cokelat),https://images.openfoodfacts.org/images/products/888/816/660/3431/front_id.11.400.jpg
57,400.0,2.0,3.5,89.0,Mama suka japachae ori,https://images.openfoodfacts.org/images/products/899/510/270/7549/front_en.27.400.jpg
58,342.0,2.63,10.5,55.3,SUSU BENDERA COKLAT,No Image Available
59,90.0,0.0,0.0,23.0,NÜ Yoghurt Tea,https://images.openfoodfacts.org/images/products/899/238/814/5027/front_en.18.400.jpg
60,375.0,12.5,10.4,62.5,Fitbar multigrain fruits delight,https://images.openfoodfacts.org/images/products/899/280/206/3012/front_en.26.400.jpg
61,100.0,3.0,3.5,15.0,Tiramisu Delight,https://images.openfoodfacts.org/images/products/899/280/206/3302/front_en.4.400.jpg
62,80.0,3.0,2.0,12.0,SUSU ULTRA MILK  COKLAT 250ML,https://images.openfoodfacts.org/images/products/899/800/901/0231/front_en.21.400.jpg
63,120.0,0.0,0.0,30.0,Tebs sparkling mix pet,https://images.openfoodfacts.org/images/products/899/600/685/6715/front_en.10.400.jpg
64,130.0,1.0,60.0,16.0,Oat milk,No Image Available
65,51.4,0.0,0.0,12.0,Floridina Coco 350ml,https://images.openfoodfacts.org/images/products/899/886/620/2923/front_id.17.400.jpg
66,400.0,5.0,5.0,85.0,Chocolatos,No Image Available
67,70.0,1.0,0.0,11.0,Riches nabati 122,https://images.openfoodfacts.org/images/products/899/317/553/7285/front_id.4.400.jpg
68,388.0,17.5,7.5,65.0,Anlene ACTIFIT 3X Cokelat,https://images.openfoodfacts.org/images/products/941/500/700/9801/front_id.18.400.jpg
69,75.0,3.0,2.0,11.0,milku stroberi 200ml,https://images.openfoodfacts.org/images/products/899/886/620/2732/front_id.3.400.jpg
70,37.5,7.5,5.0,47.5,sari roti sandwich pandan sarikaya,https://images.openfoodfacts.org/images/products/899/290/795/2594/front_id.3.400.jpg
71,52.0,0.0,0.0,13.2,Buavita Orange Juice 250ml,https://images.openfoodfacts.org/images/products/899/800/904/2195/front_en.3.400.jpg
72,267.0,0.0,0.0,66.7,ABC Sweet Soy Sauce Kecap Manis,https://images.openfoodfacts.org/images/products/071/184/411/0182/front_id.17.400.jpg
73,433.0,3.33,6.67,86.7,ABC kopi susu,https://images.openfoodfacts.org/images/products/899/100/210/1630/front_id.5.400.jpg
74,450.0,5.0,10.0,80.0,Good Day Mocacinno,https://images.openfoodfacts.org/images/products/899/100/210/3238/front_id.3.400.jpg
75,468.0,10.4,20.8,58.4,Pop Mie Soto Ayam,https://images.openfoodfacts.org/images/products/008/968/606/0362/front_id.12.400.jpg
76,0.8,0.0,0.0,19.0,Nü Green Tea Honey,https://images.openfoodfacts.org/images/products/899/238/810/1092/front_en.8.400.jpg
77,120.0,1.0,30.0,24.0,Top chocolate,https://images.openfoodfacts.org/images/products/899/100/124/2273/front_en.4.400.jpg
78,535.71,3.57,28.57,64.29,Plantain Chips (Yellow Banana Chips),https://images.openfoodfacts.org/images/products/890/407/170/4527/front_id.4.400.jpg
79,388.0,0.0,0.0,97.0,Kaccha MANGO Bite (Bigger),https://images.openfoodfacts.org/images/products/890/171/911/9279/front_en.4.400.jpg
80,60.0,1.0,1.25,11.0,Golda Dolce latte coffee 200,https://images.openfoodfacts.org/images/products/000/000/530/6150/front_id.5.400.jpg
81,70.0,1.0,0.0,18.0,Konyaku Grain,https://images.openfoodfacts.org/images/products/899/723/570/0091/front_id.3.400.jpg
82,666.67,29.63,55.56,11.11,Selected Roasted Almond,https://images.openfoodfacts.org/images/products/899/409/622/3905/front_en.3.400.jpg
83,480.0,8.0,21.3,61.3,Pop mie pedas dower,https://images.openfoodfacts.org/images/products/008/968/606/7002/front_en.6.400.jpg
84,265.82,8.86,1.9,48.1,Myroti gandum,https://images.openfoodfacts.org/images/products/899/404/601/0104/front_en.3.400.jpg
85,500.0,8.33,16.7,66.7,Oishi Pillows Cokelat,https://images.openfoodfacts.org/images/products/899/700/430/1108/front_id.8.400.jpg
86,600.0,5.0,40.0,55.0,Kinder joy,https://images.openfoodfacts.org/images/products/899/295/295/4093/front_en.10.400.jpg
87,24.24,0.0,0.0,6.06,Hydro coco vita D 330 ml,https://images.openfoodfacts.org/images/products/899/700/978/1585/front_id.8.400.jpg
88,57.8,3.11,3.11,4.44,Ff full cream 1 L,https://images.openfoodfacts.org/images/products/899/275/300/5499/front_id.7.400.jpg
89,72.0,2.4,2.0,10.8,Indomilk UHT Chocolate,https://images.openfoodfacts.org/images/products/899/300/700/0086/front_id.4.400.jpg
90,77.2,0.7,3.5,10.7,Coffee Oat Milk,https://images.openfoodfacts.org/images/products/899/724/060/0355/front_en.4.400.jpg
91,480.0,8.0,24.0,58.7,Sedap Sedaap cup ayam jerit,https://images.openfoodfacts.org/images/products/899/886/620/2930/front_id.3.400.jpg
92,461.0,11.3,20.0,57.4,Mie Sedaap Instant Bakmi Beef Yakiniku,https://images.openfoodfacts.org/images/products/899/886/620/3043/front_id.3.400.jpg
93,80.0,3.0,2.25,11.0,milku coklat btl 200ML,https://images.openfoodfacts.org/images/products/899/886/620/2725/front_id.3.400.jpg
94,80.0,3.2,2.4,12.0,ultra mimi kids coklat,https://images.openfoodfacts.org/images/products/899/800/901/0910/front_id.3.400.jpg
95,65.0,0.5,3.0,8.0,Oat Side Full Cream,https://images.openfoodfacts.org/images/products/899/724/060/0256/front_id.3.400.jpg
96,425.0,12.5,12.5,67.5,SGM Eksplor 3+ Cokelat,https://images.openfoodfacts.org/images/products/899/909/992/0769/front_id.3.400.jpg
97,500.0,9.1,18.0,73.0,Pocky chocolate,https://images.openfoodfacts.org/images/products/899/004/400/0000/front_fr.19.400.jpg
98,520.0,20.0,28.0,48.0,DK Sukro Oven rasa bawang,https://images.openfoodfacts.org/images/products/899/507/760/2696/front_id.7.400.jpg
99,550.0,10.0,35.0,50.0,Silverqueen Chunky bar,https://images.openfoodfacts.org/images/products/899/100/111/1722/front_en.6.400.jpg
100,28.1,0.0,0.0,6.88,Teh Gelas Cup,https://images.openfoodfacts.org/images/products/899/110/222/2006/front_id.7.400.jpg
101,60.0,3.0,3.0,5.0,Diamond Full Cream Milk UHT,https://images.openfoodfacts.org/images/products/899/989/896/2540/front_en.10.400.jpg
102,57.12,0.22,0.07,13.9,Zaiyeonun yogur apple 340ml,https://images.openfoodfacts.org/images/products/880/138/214/6926/front_en.4.400.jpg
103,65.0,2.5,2.0,9.0,Greenfield uht extra vanila,https://images.openfoodfacts.org/images/products/899/335/112/2427/front_en.3.400.jpg
104,400.0,29.3,5.33,60.0,L-men gain mass choco 225g,https://images.openfoodfacts.org/images/products/074/992/105/0120/front_en.6.400.jpg
105,533.0,13.3,30.0,50.0,Peanut Pie,https://images.openfoodfacts.org/images/products/899/295/725/1579/front_en.3.400.jpg
106,91.7,2.92,2.92,12.5,Cimory UHT Chocolate Milk,No Image Available
107,100.0,1.0,2.5,18.0,Instant Coffee,https://images.openfoodfacts.org/images/products/899/886/662/3032/front_en.3.400.jpg
108,500.0,0.0,25.0,68.75,Ahh siip,https://images.openfoodfacts.org/images/products/899/317/555/4879/front_en.3.400.jpg
109,429.0,11.9,14.3,61.9,S-26® PROCAL GOLD® MULTIEXCEL αLipids System,https://images.openfoodfacts.org/images/products/899/926/948/1014/front_en.3.400.jpg
110,120.0,5.0,7.0,10.0,Full Cream,https://images.openfoodfacts.org/images/products/899/275/312/0802/front_en.3.400.jpg
111,458.82,9.41,21.18,58.82,Indomie Mi Goreng Fried Noodles,https://images.openfoodfacts.org/images/products/899/496/300/3876/front_en.3.400.jpg
112,450.0,5.0,17.5,70.0,Kukis Kelapa coconut cookies,https://images.openfoodfacts.org/images/products/899/308/394/0023/front_id.9.400.jpg
113,150.0,2.0,6.0,21.0,Pie Bis,https://images.openfoodfacts.org/images/products/888/816/634/3405/front_id.3.400.jpg
114,83.33,1.25,1.25,15.42,Youghurt drink mix fruit - Cimory - Cimory - Cimory,https://images.openfoodfacts.org/images/products/899/320/066/1350/front_en.3.400.jpg
115,236.11,13.89,16.67,6.94,Beef Wiener,https://images.openfoodfacts.org/images/products/899/320/066/1503/front_en.3.400.jpg
116,188.0,12.5,18.8,37.5,Uleg Sambal Teri,https://images.openfoodfacts.org/images/products/899/181/880/1076/front_en.3.400.jpg
117,120.0,18.0,10.0,10.0,Salam Chicken Meatball 500g,https://images.openfoodfacts.org/images/products/899/722/264/0072/front_en.3.400.jpg
118,60.0,3.0,4.0,4.5,Diamond Fresh Milk,https://images.openfoodfacts.org/images/products/899/989/829/9035/front_en.3.400.jpg
119,65.0,1.82,0.64,11.68,Nescafé coffee,https://images.openfoodfacts.org/images/products/899/269/652/6327/front_en.4.400.jpg
120,76.2,2.86,1.9,11.4,Greenfields Chocolate UHT Milk,https://images.openfoodfacts.org/images/products/899/335/112/2946/front_en.3.400.jpg
121,300.0,5.0,20.0,30.0,Wijen Samgrai,https://images.openfoodfacts.org/images/products/899/888/846/2169/front_en.3.400.jpg
122,90.0,1.0,30.0,14.0,Tango,https://images.openfoodfacts.org/images/products/899/110/226/0732/front_en.3.400.jpg
123,538.0,15.4,34.6,46.2,nuts & chocolate sea salt,https://images.openfoodfacts.org/images/products/899/721/787/0187/front_id.3.400.jpg
124,457.0,20.2,21.5,52.5,Cackee Protein,https://images.openfoodfacts.org/images/products/490/133/074/7756/front_en.3.400.jpg
125,75.0,2.5,2.25,11.5,Milk Life UHT Chocolate,https://images.openfoodfacts.org/images/products/899/199/911/0042/front_en.3.400.jpg
126,75.0,2.0,2.25,11.5,Diamond UHT Chocolate,https://images.openfoodfacts.org/images/products/899/989/896/2557/front_en.3.400.jpg
127,268.0,12.0,5.5,41.0,Muffins aux graines,https://images.openfoodfacts.org/images/products/899/007/109/4638/front_en.3.400.jpg
128,98.23,8.8,5.0,4.5,Greek-style Yoghurt,https://images.openfoodfacts.org/images/products/693/180/680/1376/front_en.3.400.jpg
129,334.85,9.2,10.9,49.5,Whole Grain Toast Bread,https://images.openfoodfacts.org/images/products/694/026/088/2418/front_en.3.400.jpg
130,75.0,0.5,2.5,12.0,Caffino,https://images.openfoodfacts.org/images/products/899/199/811/7585/front_id.3.400.jpg
131,87.5,5.0,3.75,7.5,Yogurt natural plain,https://images.openfoodfacts.org/images/products/899/340/680/5008/front_en.3.400.jpg
132,466.67,6.67,13.33,66.67,Makaroni Krispi level 0 - Bon Cabe,https://images.openfoodfacts.org/images/products/899/589/921/3087/front_en.3.400.jpg
133,480.4,6.6,18.2,72.0,Cream stick,https://images.openfoodfacts.org/images/products/899/600/135/6326/front_en.3.400.jpg
134,467.0,10.0,20.0,66.7,Granola with Cashew - Chocolate Banana,https://images.openfoodfacts.org/images/products/899/703/300/2656/front_en.3.400.jpg
135,650.0,15.0,30.0,95.0,Mocha granola,https://images.openfoodfacts.org/images/products/899/737/600/0340/front_en.3.400.jpg
136,25.0,0.0,0.0,6.0,Aroma melati,https://images.openfoodfacts.org/images/products/899/800/904/0283/front_en.3.400.jpg
137,458.33,4.17,14.58,75.0,Olai Slai,https://images.openfoodfacts.org/images/products/899/600/130/4020/front_en.3.400.jpg
138,470.0,12.1,19.7,60.6,Mie sukses rendang,https://images.openfoodfacts.org/images/products/899/886/620/3555/front_en.3.400.jpg
139,643.0,14.3,42.9,42.9,selai coklat kacang,https://images.openfoodfacts.org/images/products/899/595/200/8230/front_id.9.400.jpg
140,433.33,20.0,50.0,26.67,Cashes nuts espresso,https://images.openfoodfacts.org/images/products/899/702/821/0882/front_en.3.400.jpg
141,200.0,3.0,9.0,26.0,roma kelapa cream coklat,https://images.openfoodfacts.org/images/products/899/600/131/4005/front_id.11.400.jpg
142,80.0,1.0,3.0,13.0,Caramel Macchiato Oat Milk,https://images.openfoodfacts.org/images/products/899/724/060/1154/front_en.3.400.jpg
143,460.0,18.0,28.0,36.0,Instant Gado gado dressing,https://images.openfoodfacts.org/images/products/899/119/962/2352/front_pt.3.400.jpg
144,425.0,7.5,17.5,55.0,Roti Isi Krim Meses,https://images.openfoodfacts.org/images/products/899/720/444/0003/front_en.4.400.jpg
145,429.0,7.14,10.7,78.6,Hilo Chocolate,https://images.openfoodfacts.org/images/products/074/992/103/0146/front_en.3.400.jpg
146,65.0,0.5,3.0,8.0,Oatside Oat Milk Barista Blend,https://images.openfoodfacts.org/images/products/899/724/060/0393/front_en.4.400.jpg
147,321.0,7.55,11.3,49.1,Sobek Duo Cokelat Keju,https://images.openfoodfacts.org/images/products/899/290/799/6413/front_en.3.400.jpg
148,500.0,10.0,20.0,70.0,Kuaci Biji Bunga Matahari Panggang (Roasted Sunflower Seeds Natural Flavor),https://images.openfoodfacts.org/images/products/692/418/789/7007/front_id.3.400.jpg
149,341.0,23.3,6.13,50.3,Peanut Choco Crunch,https://images.openfoodfacts.org/images/products/899/721/077/0675/front_en.3.400.jpg
150,456.0,10.5,17.5,66.7,Oat8 With Mung Beans,https://images.openfoodfacts.org/images/products/899/100/231/2166/front_en.3.400.jpg
151,170.0,2.0,10.0,18.0,Berry Choco Max,https://images.openfoodfacts.org/images/products/888/501/313/1840/front_en.3.400.jpg
152,412.0,22.0,3.2,74.0,Pro Gainer,https://images.openfoodfacts.org/images/products/899/723/050/0627/front_fr.4.400.jpg
153,0.0,10.0,17.5,75.0,Fitbar fruit delight,https://images.openfoodfacts.org/images/products/899/280/206/3036/front_en.3.400.jpg
154,0.0,2.0,5.0,11.0,Granola Creation,https://images.openfoodfacts.org/images/products/899/720/992/0050/front_en.3.400.jpg
155,0.0,5.0,6.0,8.0,"Greek Yogurt, Plain",https://images.openfoodfacts.org/images/products/309/689/807/2233/front_en.3.400.jpg
156,533.0,6.67,26.7,66.7,Majestic White Coffee,https://images.openfoodfacts.org/images/products/899/838/917/2383/front_id.3.400.jpg
157,0.0,0.0,18.0,80.0,Pola Snack,https://images.openfoodfacts.org/images/products/888/816/684/2762/front_en.3.400.jpg
158,169.23,0.0,7.69,0.0,Kenzler singles or,https://images.openfoodfacts.org/images/products/899/320/034/8312/front_en.3.400.jpg
159,35.0,0.0,0.0,8.0,mizone activ lychee lemon,https://images.openfoodfacts.org/images/products/899/275/211/2013/front_id.3.400.jpg
160,400.0,13.3,6.67,70.0,Organic Rolled Oats,https://images.openfoodfacts.org/images/products/899/702/912/0357/front_en.3.400.jpg
161,900.0,0.0,100.0,0.0,Barco Coconut Oil,https://images.openfoodfacts.org/images/products/899/307/782/0409/front_en.3.400.jpg
162,30.0,0.0,0.0,7.4,Lemon Water 500ml,https://images.openfoodfacts.org/images/products/899/700/951/0116/front_en.3.400.jpg
163,50.0,0.56,1.94,7.78,Tora Cafe Iced Milky 180,https://images.openfoodfacts.org/images/products/899/600/160/0610/front_en.14.400.jpg
164,500.0,4.55,20.5,72.7,Creammy Latte,https://images.openfoodfacts.org/images/products/899/866/600/1306/front_id.3.400.jpg
165,451.0,6.59,15.4,70.3,Indomie Takoyaki,https://images.openfoodfacts.org/images/products/008/968/604/0128/front_en.32.400.jpg
166,200.0,15.38,10.77,9.23,Sosis Sapi  &  Ayam Rasa Keju,https://images.openfoodfacts.org/images/products/899/320/034/6318/front_en.3.400.jpg
167,166.67,13.33,8.33,10.0,Sosis Premium Smoked Bratwurst,https://images.openfoodfacts.org/images/products/899/311/000/2564/front_en.3.400.jpg
168,170.0,20.0,7.0,9.0,OWYN Drink,https://images.openfoodfacts.org/images/products/089/903/299/7347/front_en.3.400.jpg
169,533.0,13.3,26.7,53.3,Skippy Peanut Butter Wafer Cones,https://images.openfoodfacts.org/images/products/899/277/500/6016/front_en.3.400.jpg
170,279.0,3.29,18.1,23.0,Potabee Selections Salted Egg,https://images.openfoodfacts.org/images/products/899/886/620/1728/front_en.3.400.jpg
171,449.0,11.0,19.7,59.1,Nouilles Indomie Mie Goreng Jumbo,https://images.openfoodfacts.org/images/products/008/968/604/1767/front_id.27.400.jpg
172,60.0,0.4,0.8,12.8,good day funtastic Mocachino,https://images.openfoodfacts.org/images/products/899/100/212/1010/front_id.4.400.jpg
173,56.0,3.2,2.8,5.6,ultra mimi kids full cream,https://images.openfoodfacts.org/images/products/899/800/901/1696/front_en.3.400.jpg
174,51.0,2.6,1.3,7.2,Dutch Lady Strawberry milk,https://images.openfoodfacts.org/images/products/955/616/605/8221/front_en.11.400.jpg
175,460.0,18.0,28.0,36.0,Sambel Pecel Sedang,https://images.openfoodfacts.org/images/products/899/119/922/2194/front_id.3.400.jpg
176,460.0,18.0,28.0,36.0,Sambel Pecel Pedas,https://images.openfoodfacts.org/images/products/899/119/912/2197/front_id.3.400.jpg
177,428.57,11.43,11.43,65.71,"Instant Oatmeal (Dry, Uncooked)",https://images.openfoodfacts.org/images/products/899/702/018/0350/front_en.3.400.jpg
178,0.0,1.0,1.75,10.5,Nu milk tea,https://images.openfoodfacts.org/images/products/899/238/813/3017/front_id.3.400.jpg
179,350.0,10.0,30.0,20.0,Bumbu Nasi Goreng Indonesiia,https://images.openfoodfacts.org/images/products/899/273/521/0095/front_en.10.400.jpg
180,80.0,3.2,2.4,11.2,ultra milk mini strawberry,https://images.openfoodfacts.org/images/products/899/800/901/0606/front_en.18.400.jpg
181,28.6,0.0,0.0,6.86,Isoplus Coco 350ml,https://images.openfoodfacts.org/images/products/899/886/620/3531/front_id.14.400.jpg
182,76.48,14.5,0.7,2.8,Yellowfin Tuna Chunk In Spring Water,https://images.openfoodfacts.org/images/products/955/610/690/0023/front_en.3.400.jpg
183,130.0,1.0,4.0,23.0,FF SKM POUCH 280,https://images.openfoodfacts.org/images/products/899/275/372/1597/front_id.4.400.jpg
184,350.0,20.0,0.0,65.0,Bento Mixed Seafood Snack,No Image Available
185,600.0,32.0,48.0,16.0,Kacang Dua Kelinci,https://images.openfoodfacts.org/images/products/001/174/723/3033/front_id.3.400.jpg
186,0.0,8.0,15.0,71.0,Rangginang Matang,https://images.openfoodfacts.org/images/products/899/340/802/0140/front_en.3.400.jpg
187,150.0,0.0,0.0,0.0,Prickly Pear Wheat Ale,https://images.openfoodfacts.org/images/products/089/953/000/2529/front_en.3.400.jpg
188,210.0,7.0,4.0,36.0,White Bread,https://images.openfoodfacts.org/images/products/000/000/003/5014/front_en.3.400.jpg
